#  
"336 ";"RX J0613.2-2742                    ";"** ";06 13 13.3189126176 -27 42 05.573884860;"     ~   ";"13.77    ";"12.30    ";"11.10    ";"9.52     ";"M3.5                   ";"  34";"   0"
"337 ";"LP 205-44                          ";Er*;06 31 50.7381977376 +41 29 45.488163624;"     ~   ";"16.50    ";"     ~   ";"14.462   ";"     ~   ";"M5.84                  ";"  42";"   0"
"338 ";"Ross 64                            ";PM*;06 24 41.2848700232 +23 25 58.936096814;"     ~   ";"14.82    ";"     ~   ";"12.691   ";"     ~   ";"M4V                    ";"  84";"   0"
"339 ";"HD 45088                           ";BY*;06 26 10.2546417144 +18 45 24.761018520;"8.402    ";"7.74     ";"     ~   ";"6.2      ";"     ~   ";"K2Ve                   ";" 234";"   0"
"340 ";"Ross 614                           ";Er*;06 29 23.3915175239 -02 48 48.803911021;"13.942   ";"12.764   ";"11.071   ";"9.77     ";"8.05     ";"M4.5V                  ";" 340";"   0"
"341 ";"HD 260655                          ";PM*;06 37 10.7988015297 +17 33 53.333221083;"12.303   ";"11.104   ";"9.593    ";"8.661    ";"7.718    ";"M0.0Ve                 ";" 155";"   0"
"342 ";"G 108-21                           ";PM*;06 42 11.1940786992 +03 34 52.623903432;"     ~   ";"     ~   ";"     ~   ";"11.638   ";"     ~   ";"M3V                    ";"  58";"   1"
"343 ";"BD-05 1737                         ";PM*;06 40 13.9852726411 -05 52 23.377687687;"     ~   ";"11.71    ";"10.24    ";"8.79     ";"7.59     ";"M2                     ";"   9";"   0"
"344 ";"LP 780-32                          ";PM*;"06 39 37.412976 -21 01 33.22128        ";"     ~   ";"14.55    ";"12.76    ";"12.38    ";"10.01    ";"dM4.0                  ";"  28";"   0"
"345 ";"VB 16                              ";PM*;06 49 05.4563159303 +37 06 50.487989073;"     ~   ";"     ~   ";"     ~   ";"13.57    ";"     ~   ";"M4                     ";"  40";"   0"
"346 ";"HD 265866                          ";PM*;06 54 48.9580633365 +33 16 05.438282419;"     ~   ";"11.47    ";"     ~   ";"9.650    ";"     ~   ";"M3V                    ";" 201";"   0"
"347 ";"HD 50281                           ";PM*;06 52 18.0505442698 -05 10 25.365598911;"     ~   ";"7.64     ";"6.57     ";"     ~   ";"     ~   ";"K3.5V                  ";" 192";"   0"
"348 ";"HD 50281B                          ";"** ";06 52 18.0415140183 -05 11 24.042331473;"     ~   ";"11.47    ";"10.05    ";"9.870    ";"     ~   ";"M2.5V                  ";" 112";"   0"
"349 ";"* alf CMa B                        ";WD*;06 45 09.3041925037 -16 43 00.724740067;"     ~   ";"8.41     ";"8.44     ";"     ~   ";"     ~   ";"DA1.9                  ";" 519";"   1"
"350 ";"LP 255-11                          ";Er*;07 03 23.1689959080 +34 41 51.390507552;"     ~   ";"14.6     ";"     ~   ";"12.820   ";"     ~   ";"M4.0V                  ";"  42";"   0"
"351 ";"2MASS J07003664+3157266            ";BD*;07 00 36.7233300485 +31 57 25.462866965;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"L3+L6.5                ";"  35";"   0"
"352 ";"G 109-35                           ";PM*;06 59 28.8164986147 +19 20 55.857870053;"     ~   ";"16.78    ";"     ~   ";"10.6     ";"     ~   ";"M5.0Ve                 ";"  69";"   0"
"353 ";"L 886-6                            ";WD*;07 01 54.8387102144 -06 27 46.230821653;"     ~   ";"16.2     ";"15.42    ";"     ~   ";"     ~   ";"DA7.6                  ";"  40";"   0"
"354 ";"LP 721-17                          ";PM*;"06 59 09.958944 -13 47 24.82404        ";"     ~   ";"     ~   ";"     ~   ";"12.326   ";"     ~   ";"M3.5                   ";"   8";"   1"
"355 ";"HD 52698                           ";PM*;07 01 13.7314874136 -25 56 55.491750492;"8.203    ";"7.58     ";"6.688    ";"     ~   ";"     ~   ";"K1V                    ";"  77";"   0"
"356 ";"LP 206-11                          ";"** ";"07 11 11.518536 +43 29 56.66532        ";"     ~   ";"16.7     ";"15.90    ";"15.746   ";"11.92    ";"M5.5V                  ";"  36";"   0"
"357 ";"V* QY Aur                          ";SB*;07 10 01.8335758745 +38 31 46.086503300;"     ~   ";"13.26    ";"11.52    ";"11.12    ";"     ~   ";"M4.5Ve                 ";" 220";"   0"
"358 ";"Ross 987                           ";"** ";07 18 08.1807170808 +39 16 29.308005804;"     ~   ";"11.86    ";"10.34    ";"9.85     ";"     ~   ";"M0V                    ";"  43";"   0"
"359 ";"G 109-55                           ";PM*;07 16 19.7716368648 +27 08 33.099029808;"     ~   ";"12.40    ";"     ~   ";"10.399   ";"     ~   ";"M3V                    ";"  57";"   0"
"360 ";"RX J0713.1-0511                    ";PM*;07 13 11.2215649833 -05 11 48.618984888;"     ~   ";"12.73    ";"11.18    ";"10.64    ";"8.86     ";"M3Ve                   ";"  14";"   0"
"361 ";"2MASSI J0727182+171001             ";BD*;"07 27 18.24600 +17 10 01.2072          ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"T7.0                   ";"  79";"   0"
"362 ";"BD+05 1668                         ";PM*;07 27 24.4989685603 +05 13 32.841491057;"12.558   ";"11.443   ";"9.872    ";"8.699    ";"7.161    ";"M3.5V                  ";" 375";"   0"
"363 ";"L 744-10                           ";PM*;07 28 13.0626013788 -18 47 35.024748953;"     ~   ";"15.37    ";"13.67    ";"13.23    ";"     ~   ";"M4.5                   ";"  19";"   0"
"364 ";"CD-29 4446                         ";Ro*;"07 28 51.37140 -30 14 48.5428          ";"12.47    ";"11.60    ";"10.08    ";"9.83     ";"7.885    ";"M1Ve                   ";"  72";"   0"
"365 ";"Ross 989                           ";BY*;07 31 57.3231225770 +36 13 47.357610643;"     ~   ";"13.38    ";"11.738   ";"11.516   ";"     ~   ";"M4.0V                  ";" 117";"   0"
"366 ";"G 89-32                            ";"** ";"07 36 25.118208 +07 04 43.13928        ";"     ~   ";"14.99    ";"13.24    ";"12.78    ";"     ~   ";"M4.5V                  ";"  57";"   0"
"367 ";"* alf CMi B                        ";WD*;"07 39 17.8800 +05 13 26.800            ";"     ~   ";"10.7     ";"10.92    ";"     ~   ";"     ~   ";"DQZ                    ";" 148";"   0"
"368 ";"BD+02 1729                         ";PM*;07 39 23.0389345608 +02 11 01.193811648;"12.328   ";"11.055   ";"9.589    ";"8.683    ";"7.777    ";"M0.0Ve                 ";" 122";"   0"
"369 ";"BD-03 2002                         ";PM*;07 40 02.9013426432 -03 36 13.230662256;"     ~   ";"10.26    ";"8.93     ";"8.09     ";"7.34     ";"K7V                    ";"  51";"   0"
"370 ";"BD-02 2198                         ";SB*;07 36 07.0735561631 -03 06 38.741979616;"12.551   ";"11.347   ";"9.871    ";"8.925    ";"7.891    ";"M1.0V                  ";"  53";"   0"
"371 ";"HD 61606                           ";BY*;07 39 59.3286138624 -03 35 51.027583488;"8.89     ";"8.136    ";"7.169    ";"6.626    ";"6.15     ";"K3V                    ";" 178";"   0"
"372 ";"LP 783-2                           ";PM*;07 40 19.3718248157 -17 24 45.912945536;"     ~   ";"17.6     ";"16.696   ";"14.695   ";"12.37    ";"M6.5Ve                 ";"  69";"   0"
"373 ";"LAWD 25                            ";WD*;07 40 20.7886676070 -17 24 49.156867583;"     ~   ";"13.36    ";"13.061   ";"12.886   ";"12.70    ";"DZQA6                  ";" 188";"   0"
"374 ";"Wolf 1421                          ";PM*;07 48 16.3857882524 +20 22 05.248928505;"14.108   ";"12.957   ";"11.418   ";"10.437   ";"9.304    ";"M1.5Ve                 ";"  76";"   0"
"375 ";"LSPM J0746+2000                    ";BD*;"07 46 42.50553 +20 00 31.9757          ";"     ~   ";"     ~   ";"     ~   ";"17.9     ";"15.034   ";"L0+L1.5                ";" 174";"   1"
"376 ";"LP 423-31                          ";PM*;07 52 23.9250338268 +16 12 14.957934141;"     ~   ";"17.7     ";"16.73    ";"15.8     ";"     ~   ";"M6.0V                  ";"  50";"   0"
"377 ";"G 50-6                             ";PM*;07 51 51.3852082308 +05 32 57.168575679;"     ~   ";"16.57    ";"     ~   ";"14.454   ";"     ~   ";"M5.08                  ";"  33";"   0"
"378 ";"V* YZ CMi                          ";Er*;07 44 40.1723046464 +03 33 08.875227574;"13.761   ";"12.831   ";"11.225   ";"9.958    ";"8.263    ";"M4.0Ve                 ";" 826";"   0"
"379 ";"G 112-50                           ";PM*;07 51 54.6712965202 -00 00 12.259020776;"15.86    ";"14.95    ";"13.26    ";"11.9     ";"10.17    ";"M4.5V                  ";"  48";"   0"
"380 ";"2MASS J07584037+3247245            ";BD*;07 58 40.3517739525 +32 47 23.984796389;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"T0.0+T3.5              ";"  37";"   0"
"381 ";"G 50-12                            ";Er*;07 58 09.0940118911 +07 17 01.453810956;"     ~   ";"14.7     ";"     ~   ";"13.492   ";"     ~   ";"M5V                    ";"  22";"   0"
"382 ";"Ross 619                           ";PM*;08 11 57.5691729379 +08 46 22.952885566;"     ~   ";"14.60    ";"12.834   ";"12.527   ";"     ~   ";"M4.5Ve                 ";" 183";"   0"
"383 ";"L 674-15                           ";PM*;08 12 40.8889728169 -21 33 06.982558553;"     ~   ";"13.81    ";"12.13    ";"11.75    ";"9.24     ";"M3.5V                  ";"  92";"   0"
"384 ";"2MASSI J0825196+211552             ";BD*;08 25 19.6125672818 +21 15 51.549358145;"     ~   ";"     ~   ";"     ~   ";"21.97    ";"19.22    ";"L7.5V                  ";" 108";"   0"
"385 ";"G 113-20                           ";PM*;08 16 07.9813123847 +01 18 09.265205331;"12.824   ";"11.63    ";"10.091   ";"9.071    ";"7.851    ";"M2.0V                  ";" 114";"   0"
"386 ";"HD 69830                           ";PM*;08 18 23.9469682407 -12 37 55.817187530;"     ~   ";"6.74     ";"5.95     ";"     ~   ";"     ~   ";"G8:V                   ";" 491";"   1"
"387 ";"G 51-15                            ";Er*;08 29 49.3527921926 +26 46 33.624143059;"     ~   ";"16.87    ";"     ~   ";"14.736   ";"     ~   ";"M6.5Ve                 ";" 270";"   0"
"388 ";"HD 71926                           ";Ro*;08 29 55.1738106312 +00 01 09.425187948;"     ~   ";"7.85     ";"7.064    ";"     ~   ";"6.370    ";"G6IV/V                 ";"  15";"   0"
"389 ";"G 113-46                           ";PM*;08 34 25.8854398510 -01 08 39.553080500;"     ~   ";"14.35    ";"12.711   ";"12.416   ";"     ~   ";"M3                     ";"  28";"   0"
"390 ";"2MASS J08354256-0819237            ";BD*;08 35 42.5314423948 -08 19 23.372129099;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"L6.5                   ";"  58";"   0"
"391 ";"SSSPM J0829-1309                   ";BD*;08 28 34.1716399433 -13 09 19.841445886;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"16.07    ";"L2                     ";"  43";"   0"
"392 ";"HD 72673                           ";PM*;08 32 51.4956803280 -31 30 03.064960317;"     ~   ";"7.17     ";"6.38     ";"     ~   ";"     ~   ";"K1V                    ";" 199";"   0"
"393 ";"V* AZ Cnc                          ";Er*;08 40 29.6791626163 +18 24 08.726250637;"     ~   ";"19.2     ";"17.59    ";"16.6     ";"13.45    ";"M6.0V                  ";"  78";"   0"
"394 ";"G 9-19                             ";PM*;08 44 45.3523940732 +18 13 06.410313314;"     ~   ";"13.78    ";"13.049   ";"12.665   ";"     ~   ";"M3.5Ve                 ";"  25";"   0"
"395 ";"G 46-2                             ";PM*;08 42 52.2285198362 +09 33 11.172454325;"14.527   ";"13.18    ";"11.800   ";"10.74    ";"9.418    ";"M2.5Ve                 ";"  72";"   0"
"396 ";"CD-32 5613                         ";WD*;08 41 32.4290850497 -32 56 32.915823461;"     ~   ";"12.07    ";"11.85    ";"12.3     ";"     ~   ";"DA5.5                  ";" 288";"   0"
"397 ";"* rho01 Cnc B                      ";PM*;08 52 40.8627422125 +28 18 58.821345244;"     ~   ";"14.80    ";"     ~   ";"12.814   ";"     ~   ";"M4.5V                  ";" 136";"   0"
"398 ";"* rho01 Cnc                        ";PM*;08 52 35.8111044043 +28 19 50.954994470;"7.45     ";"6.82     ";"     ~   ";"5.4      ";"     ~   ";"K0IV-V                 ";1033;"   1"
"399 ";"G 9-38B                            ";PM*;08 58 15.1481318983 +19 45 45.836723938;"     ~   ";"     ~   ";"13.75    ";"     ~   ";"     ~   ";"M7V                    ";"  49";"   0"
"400 ";"G 41-8                             ";"** ";08 56 19.5459101160 +12 39 49.779890676;"     ~   ";"16.30    ";"14.48    ";"14.11    ";"     ~   ";"M6V                    ";"  26";"   0"
"401 ";"G 41-14                            ";SB*;"08 58 56.320800 +08 28 26.06808        ";"     ~   ";"12.62    ";"10.98    ";"10.56    ";"     ~   ";"M3.5V                  ";"  90";"   0"
"402 ";"LP 666-9                           ";LM*;08 53 36.1604798120 -03 29 32.197505547;"     ~   ";"     ~   ";"18.959   ";"16.781   ";"14.487   ";"M9Ve                   ";" 236";"   0"
"403 ";"LP 844-28                          ";Er*;08 55 20.2375405806 -23 52 14.491259419;"     ~   ";"15.610   ";"13.823   ";"13.722   ";"     ~   ";"M4                     ";"  24";"   0"
"404 ";"L 532-12                           ";LM*;08 54 02.3902433016 -30 51 36.587693556;"     ~   ";"15.03    ";"13.41    ";"13.089   ";"     ~   ";"M4                     ";"  16";"   0"
"405 ";"LAWD 96                            ";WD*;00 02 10.7241976499 -43 09 55.390578662;"     ~   ";"13.12    ";"13.05    ";"     ~   ";"     ~   ";"DAP5.8                 ";" 105";"   0"
"406 ";"L 440-30                           ";PM*;02 19 10.0756963004 -36 46 41.157730201;"14.361   ";"13.149   ";"11.595   ";"10.527   ";"9.211    ";"M2.5+V                 ";"  49";"   1"
"407 ";"2MASS J21021569-3129118            ";SB*;21 02 15.6797092608 -31 29 12.117201828;"     ~   ";"     ~   ";"     ~   ";"13.08    ";"     ~   ";"M4.0                   ";"   6";"   0"
"408 ";"L 499-56                           ";PM*;22 02 29.3842983900 -37 04 51.304725337;"     ~   ";"12.8     ";"     ~   ";"11.420   ";"     ~   ";"M3.0V                  ";"  52";"   0"
"409 ";"L 362-29                           ";PM*;00 04 36.4375346731 -40 44 02.880162313;"     ~   ";"14.47    ";"12.84    ";"12.525   ";"     ~   ";"M4V                    ";"  73";"   0"
"410 ";"L 362-29 B                         ";BD*;00 04 34.8671722377 -40 44 06.463544237;"     ~   ";"     ~   ";"     ~   ";"19.61    ";"16.88    ";"L5+L5                  ";"  97";"   0"
"411 ";"L 363-38                           ";PM*;00 43 26.0024468033 -41 17 34.027542502;"     ~   ";"14.0     ";"11.51    ";"12.653   ";"     ~   ";"M5                     ";"  32";"   0"
"412 ";"L 513-23                           ";PM*;02 39 50.7112515191 -34 07 57.562102627;"     ~   ";"13.32    ";"11.730   ";"10.67    ";"9.34     ";"M3                     ";"  30";"   0"
"413 ";"L 570-29                           ";PM*;21 38 43.6598724084 -33 39 55.195627699;"     ~   ";"14.19    ";"12.57    ";"12.260   ";"     ~   ";"M4                     ";"  27";"   0"
"414 ";"HD 217987                          ";PM*;23 05 52.0357857091 -35 51 11.055185039;"     ~   ";"8.83     ";"7.39     ";"     ~   ";"     ~   ";"M2V                    ";" 242";"   0"
"415 ";"L 504-27                           ";PM*;23 36 52.3030115926 -36 28 51.686807428;"     ~   ";"15.34    ";"13.72    ";"13.519   ";"     ~   ";"M4                     ";"  26";"   0"
"416 ";"HD 225213                          ";Er*;00 05 24.4284351777 -37 21 26.507931505;"11.074   ";"10.022   ";"8.562    ";"7.589    ";"6.432    ";"M2V                    ";" 193";"   0"
"417 ";"LP 938-71                          ";LM*;01 02 51.0512652806 -37 37 43.765024016;"     ~   ";"     ~   ";"18.575   ";"16.223   ";"13.83    ";"M8.0V                  ";"  31";"   0"
"418 ";"V* WW PsA                          ";BY*;22 44 57.9628374984 -33 15 01.744541676;"14.583   ";"13.627   ";"12.111   ";"10.916   ";"9.109    ";"M4IVe                  ";" 106";"   1"
"419 ";"V* TX PsA                          ";Er*;22 45 00.0641595504 -33 15 26.091533124;"     ~   ";"14.93    ";"13.36    ";"12.095   ";"10.379   ";"M5IVe                  ";"  71";"   0"
"420 ";"LAWD 1                             ";WD*;00 02 40.0947866937 -34 13 39.592411637;"     ~   ";"15.36    ";"14.94    ";"     ~   ";"     ~   ";"DC                     ";"  60";"   0"
"421 ";"2MASS J00501994-3322402            ";BD*;"00 50 19.94352 -33 22 40.2708          ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"T7                     ";"  34";"   0"
"422 ";"G 269-153                          ";"** ";"01 24 27.683952 -33 55 08.64300        ";"     ~   ";"15.13    ";"13.54    ";"13.04    ";"     ~   ";"M4.6V+M4.3V            ";"  25";"   0"
"423 ";"G 269-153B                         ";PM*;01 24 27.7643974752 -33 55 07.960639548;"     ~   ";"     ~   ";"15.50    ";"14.09    ";"12.33    ";"M4.3V                  ";"  12";"   0"
"424 ";"G 269-153A                         ";PM*;01 24 27.6425525376 -33 55 09.416581896;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"M4.6V                  ";"  11";"   0"
"425 ";"CD-31 908                          ";Er*;02 16 35.1068270981 -30 58 07.490866719;"     ~   ";"14.81    ";"13.15    ";"12.812   ";"10.28    ";"M4                     ";"  36";"   1"
"426 ";"CD-31 909                          ";Er*;02 16 41.1975294403 -30 59 18.224571845;"14.729   ";"13.588   ";"12.027   ";"10.885   ";"9.406    ";"M3Ve                   ";"  60";"   1"
"427 ";"LP 885-35                          ";LM*;02 15 08.0424621263 -30 40 01.401489627;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"M8                     ";"  18";"   0"
"428 ";"HD 214749                          ";PM*;22 40 43.3840582007 -29 40 28.124209673;"10.062   ";"8.997    ";"7.841    ";"7.156    ";"6.58     ";"K4.5Vk                 ";"  82";"   0"
"429 ";"L 645-74                           ";PM*;22 38 24.6650718096 -29 21 14.072814720;"     ~   ";"12.459   ";"10.978   ";"10.652   ";"8.90     ";"M2                     ";"  18";"   0"
"430 ";"L 645-73                           ";PM*;22 38 25.4387827104 -29 21 24.608869236;"     ~   ";"     ~   ";"13.6     ";"12.45    ";"9.95     ";"M3.5                   ";"  14";"   0"
"431 ";"V* TW PsA                          ";BY*;22 56 24.0525564918 -31 33 56.030584767;"     ~   ";"7.58     ";"6.48     ";"     ~   ";"     ~   ";"K4Ve                   ";" 282";"   0"
"432 ";"LAWD 94                            ";WD*;23 54 01.0726392457 -33 16 31.078214643;"     ~   ";"14.6     ";"13.56    ";"     ~   ";"     ~   ";"DA5.7                  ";"  50";"   0"
"433 ";"GJ 2006 B                          ";Y*?;00 27 50.3535388992 -32 33 24.130761048;"     ~   ";"14.66    ";"13.25    ";"12.04    ";"10.48    ";"M3.5Ve                 ";"  31";"   0"
"434 ";"GR* 9                              ";"** ";00 28 14.3509222608 -32 27 55.621057680;"     ~   ";"16.81    ";"15.23    ";"14.99    ";"     ~   ";"M5                     ";"  19";"   0"
"435 ";"HD 5133                            ";PM*;00 53 01.1348555154 -30 21 24.891057111;"8.801    ";"8.11     ";"7.171    ";"6.639    ";"6.179    ";"K2.5Vk:                ";" 161";"   0"
"436 ";"2MASSI J0243137-245329             ";BD*;"02 43 13.71792 -24 53 29.8356          ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"T6.0                   ";"  44";"   0"
"437 ";"G 269-106                          ";PM*;01 08 18.2916889210 -28 48 20.569247286;"     ~   ";"15.13    ";"13.4     ";"13.160   ";"     ~   ";"M3                     ";"  29";"   0"
"438 ";"HD 14412                           ";PM*;02 18 58.5047816166 -25 56 44.473793228;"     ~   ";"7.07     ";"6.34     ";"     ~   ";"     ~   ";"G8V                    ";" 210";"   0"
"439 ";"LP 831-1                           ";PM*;02 54 39.5141039225 -22 15 58.516548802;"     ~   ";"13.85    ";"12.972   ";"12.653   ";"     ~   ";"M3                     ";"  10";"   0"
"440 ";"CD-22 15549                        ";"*  ";21 45 29.6519533080 -21 33 28.469917584;"11.359   ";"11.4     ";"10.928   ";"10.651   ";"10.374   ";"F5.5V                  ";"   8";"   0"
"441 ";"* alf PsA C                        ";"** ";22 48 04.4928501697 -24 22 07.717793375;"     ~   ";"14.301   ";"12.624   ";"12.216   ";"9.674    ";"M4.0Ve                 ";"  63";"   0"
"442 ";"CD-26 16501                        ";PM*;23 10 15.7442108645 -25 55 52.699985658;"14.068   ";"12.796   ";"11.245   ";"10.909   ";"9.064    ";"M2V                    ";"  62";"   0"
"443 ";"APMPM J2331-2750                   ";PM*;23 31 21.7441281210 -27 49 49.608010738;"     ~   ";"20.4     ";"19.072   ";"16.540   ";"14.190   ";"M7.0V                  ";"  28";"   0"
"444 ";"LP 881-64                          ";"** ";00 24 44.1774908692 -27 08 25.263232614;"     ~   ";"17.18    ";"15.338   ";"13.502   ";"11.403   ";M5.5/6Ve+M8.5Ve+M9/9.5V;" 128";"   0"
"445 ";"HD 217357                          ";PM*;23 00 16.1221501260 -22 31 27.649676482;"10.494   ";"9.251    ";"7.869    ";"7.014    ";"6.238    ";"K7+Vk                  ";" 166";"   0"
"446 ";"EGGR 246                           ";WD*;00 41 26.0270023159 -22 21 02.292155084;"     ~   ";"15.25    ";"14.60    ";"14.088   ";"13.671   ";"DQ9                    ";" 103";"   0"
"447 ";"HD 11507                           ";Er*;01 52 49.1725594618 -22 26 05.488146613;"11.572   ";"10.322   ";"8.883    ";"7.975    ";"7.072    ";"M0V                    ";" 124";"   0"
"448 ";"* tau01 Eri                        ";PM*;02 45 06.1988006895 -18 34 21.442179919;"4.94     ";"4.94     ";"4.46     ";"4.03     ";"3.76     ";"F7V                    ";" 218";"   0"
"449 ";"L 715-89                           ";PM*;22 02 00.7931182538 -19 28 59.199818899;"     ~   ";"13.56    ";"12.03    ";"11.65    ";"     ~   ";"dM3.5                  ";"  42";"   0"
"450 ";"V* FL Aqr                          ";SB*;22 38 45.2812778993 -20 36 51.810236490;"     ~   ";"13.08    ";"11.49    ";"11.22    ";"8.77     ";"M3.5V                  ";" 136";"   0"
"451 ";"V* FK Aqr                          ";SB*;22 38 45.5746238605 -20 37 16.087447076;"11.714   ";"10.595   ";"9.083    ";"8.073    ";"6.876    ";"M0Vep                  ";" 263";"   0"
"452 ";"BD-18 359                          ";SB*;02 05 04.8789108650 -17 36 52.735501484;"12.86    ";"11.705   ";"10.189   ";"9.141    ";"7.851    ";"M2.5                   ";" 128";"   0"
"453 ";"Wolf 918                           ";PM*;21 09 17.4271514815 -13 18 09.013127841;"13.501   ";"12.362   ";"10.869   ";"9.891    ";"8.805    ";"M1V                    ";" 134";"   0"
"454 ";"* del Cap                          ";EB*;"21 47 02.4442395 -16 07 38.233507      ";"3.22     ";"3.12     ";"2.83     ";"2.59     ";"2.43     ";"kA5hF0mF2III           ";" 263";"   0"
"455 ";"L 788-37                           ";PM*;22 13 42.8631007040 -17 41 08.670606651;"     ~   ";"15.32    ";"13.672   ";"13.443   ";"     ~   ";"dM4.5                  ";"  64";"   0"
"456 ";"L 788-34                           ";Er*;22 23 06.9968051575 -17 36 26.333040286;"     ~   ";"15.09    ";"13.30    ";"11.87    ";"10.04    ";"M4.5Ve                 ";"  85";"   0"
"457 ";"2MASS J22521073-1730134            ";BD*;22 52 10.7512306563 -17 30 13.889743018;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"17.9     ";"L4.5+T3.5              ";"  44";"   0"
"458 ";"LP 822-37                          ";PM*;"23 11 57.790320 -17 01 58.78920        ";"     ~   ";"15.49    ";"13.87    ";"13.63    ";"     ~   ";"M4.0                   ";"  15";"   0"
"459 ";"HD 221503                          ";PM*;23 32 49.3982384497 -16 50 44.320925056;"11.116   ";"9.903    ";"8.607    ";"7.82     ";"7.144    ";"K6V                    ";" 131";"   0"
"460 ";"G 268-110                          ";PM*;01 04 53.8030982635 -18 07 28.625562071;"     ~   ";"16.34    ";"14.47    ";"14.81    ";"10.97    ";"dM5.0                  ";"  49";"   0"
"461 ";"G 272-61B                          ";Er*;01 39 01.6377185550 -17 57 01.001240728;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"M6V                    ";" 819";"   0"
"462 ";"G 272-61A                          ";Er*;01 39 01.3772561114 -17 57 02.587471791;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"M5.5V                  ";" 112";"   0"
"463 ";"LP 768-113                         ";LM*;01 33 58.0018937952 -17 38 23.806416408;"     ~   ";"14.49    ";"13.042   ";"12.693   ";"10.288   ";"dM4.0                  ";"  46";"   0"
"464 ";"* tau Cet                          ";PM*;01 44 04.0831371922 -15 56 14.927607677;"4.43     ";"4.22     ";"3.50     ";"2.88     ";"2.41     ";"G8V                    ";1163;"   1"
"465 ";"L 802-6                            ";PM*;02 58 10.2284360866 -12 53 06.002343593;"     ~   ";"14.40    ";"12.669   ";"12.258   ";"     ~   ";"sdM3.0                 ";"  42";"   0"
"466 ";"HD 17925                           ";RS*;02 52 32.1281856011 -12 46 10.968056223;"7.48     ";"6.91     ";"6.05     ";"5.34     ";"4.89     ";"K1V                    ";" 486";"   0"
"467 ";"LP 760-3                           ";Er*;22 28 54.3488414218 -13 25 19.457590378;"     ~   ";"19.3     ";"17.14    ";"     ~   ";"     ~   ";"M6.5V                  ";"  72";"   0"
"468 ";"V* EZ Aqr                          ";Er*;"22 38 33.576000 -15 17 59.75700        ";"15.762   ";"14.33    ";"12.38    ";"12.12    ";"8.677    ";"M5V                    ";" 294";"   1"
"469 ";"BD-17 6768                         ";LM*;"23 32 46.80410 -16 45 07.2407          ";"12.81    ";"11.86    ";"10.38    ";"     ~   ";"8.020    ";"M3Ve                   ";"  73";"   0"
"470 ";"BD-17 6785                         ";PM*;23 38 08.1567206712 -16 14 10.201491564;"     ~   ";"12.830   ";"11.288   ";"11.079   ";"9.08     ";"M2V                    ";"  48";"   0"
"471 ";"2MASSI J2356547-155310             ";BD*;"23 56 54.77040 -15 53 11.1336          ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"T5.8                   ";"  40";"   0"
"472 ";"BPS CS 31060-0015                  ";"** ";00 15 58.0735637904 -16 36 57.630725208;"     ~   ";"14.88    ";"13.18    ";"12.96    ";"     ~   ";"M4.1V                  ";"  22";"   0"
"473 ";"G 158-50                           ";"** ";"00 15 28.11090 -16 08 01.6303          ";"14.49    ";"13.187   ";"11.483   ";"10.273   ";"8.711    ";"M4V                    ";" 120";"   0"
"474 ";"G 268-38                           ";PM*;00 44 59.3309137511 -15 16 17.542839990;"     ~   ";"     ~   ";"14.150   ";"13.801   ";"     ~   ";"M4.5                   ";" 109";"   0"
"475 ";"DENIS J020529.0-115925             ";BD*;02 05 29.3651195393 -11 59 29.721210536;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"L7V                    ";" 144";"   0"
"476 ";"Wolf 906                           ";PM*;21 01 58.6411604621 -06 19 07.472265720;"13.883   ";"12.748   ";"11.276   ";"10.912   ";"8.86     ";"M2.5V                  ";"  81";"   0"
"477 ";"WT 2203                            ";PM*;21 14 13.9574602665 -07 02 50.144732183;"     ~   ";"15.0     ";"14.411   ";"14.173   ";"     ~   ";"M3.5                   ";"  11";"   0"
"478 ";"Wolf 1561 A                        ";Er*;22 17 18.9728566600 -08 48 12.321642187;"     ~   ";"     ~   ";"     ~   ";"13.32    ";"10.57    ";"M4V                    ";"  88";"   0"
"479 ";"Wolf 1561 B                        ";PM*;22 17 18.6983381066 -08 48 19.329553621;"     ~   ";"     ~   ";"     ~   ";"14.26    ";"11.2     ";"M5V                    ";"  57";"   0"
"480 ";"LP 709-43                          ";PM*;02 10 03.6694059982 -08 52 59.553124144;"     ~   ";"14.656   ";"13.131   ";"12.827   ";"10.4     ";"M3.0V                  ";"  18";"   0"
