#  
"945 ";"Ross 730                           ";PM*;19 07 05.5646181264 +20 53 16.940417573;"13.54    ";"12.397   ";"10.774   ";"9.745    ";"8.543    ";"M2.0V                  ";" 145";"   0"
"946 ";"Ross 734                           ";PM*;19 14 39.2103739858 +19 18 22.977887851;"     ~   ";"14.79    ";"13.380   ";"12.987   ";"10.57    ";"M4V                    ";"  41";"   0"
"947 ";"G 185-18                           ";PM*;19 21 38.7001955897 +20 52 03.284705570;"     ~   ";"15.13    ";"13.42    ";"13.116   ";"10.44    ";"M4.0Ve                 ";"  66";"   0"
"948 ";"G 137-78                           ";PM*;16 02 50.9446538131 +20 35 21.036273556;"     ~   ";"14.19    ";"12.56    ";"11.4     ";"     ~   ";"M4V                    ";"  69";"   0"
"949 ";"G 169-29                           ";Er*;16 50 57.9368858559 +22 27 05.665234421;"     ~   ";"15.86    ";"14.29    ";"13.804   ";"     ~   ";"M5V                    ";"  41";"   0"
"950 ";"G 170-62                           ";PM*;17 46 04.6513681959 +24 39 04.927109598;"     ~   ";"13.6     ";"     ~   ";"12.362   ";"     ~   ";"M4V                    ";"  34";"   0"
"951 ";"G 184-19B                          ";LM*;18 41 09.7997567900 +24 47 19.610867977;"     ~   ";"16.5     ";"14.40    ";"14.6     ";"     ~   ";"M4.5Ve                 ";"  48";"   0"
"952 ";"G 184-19                           ";SB*;18 41 09.7583506052 +24 47 14.429314122;"     ~   ";"14.0     ";"     ~   ";"11.982   ";"     ~   ";"M4.5V                  ";"  61";"   0"
"953 ";"V* OT Ser                          ";PM*;15 21 52.9325510712 +20 58 39.910874376;"12.662   ";"11.522   ";"10.003   ";"8.993    ";"7.843    ";"M1.0V                  ";" 123";"   0"
"954 ";"BD+25 3173                         ";PM*;16 58 08.8496107083 +25 44 38.974052855;"12.342   ";"11.139   ";"9.655    ";"8.685    ";"7.602    ";"M2V                    ";" 196";"   1"
"955 ";"Ross 868                           ";Er*;17 19 54.2077697528 +26 30 03.068999297;"     ~   ";"12.98    ";"11.336   ";"11.060   ";"8.420    ";"M3.5V                  ";" 154";"   0"
"956 ";"Ross 867                           ";Er*;17 19 52.9654155615 +26 30 02.667757724;"     ~   ";"14.67    ";"     ~   ";"12.649   ";"     ~   ";"M4.5V                  ";" 111";"   0"
"957 ";"* mu.01 Her                        ";"** ";17 46 27.5472960785 +27 43 14.560978925;"4.56     ";"4.17     ";"3.42     ";"2.89     ";"2.51     ";"G5IV                   ";" 672";"   0"
"958 ";"LP 390-16                          ";BY*;18 13 06.5715967944 +26 01 51.859334352;"     ~   ";"14.93    ";"     ~   ";"12.970   ";"     ~   ";"M4.0V                  ";"  50";"   0"
"959 ";"TVLM 513-46                        ";LM*;15 01 08.1864639648 +22 50 02.137869060;"     ~   ";"21.4     ";"15.09    ";"18.0     ";"     ~   ";"M8.5V                  ";" 154";"   0"
"960 ";"LSR J1826+3014                     ";LM*;18 26 11.0031920693 +30 14 18.875471017;"     ~   ";"     ~   ";"19.36    ";"17.8     ";"     ~   ";"M8.5V                  ";"  20";"   1"
"961 ";"LP 335-12                          ";LM*;18 39 33.0748216080 +29 52 16.492032768;"     ~   ";"18.9     ";"18.21    ";"16.8     ";"13.60    ";"M6.5Ve                 ";"  18";"   0"
"962 ";"HD 340611                          ";WD*;20 34 21.8847019255 +25 03 49.750446346;"10.687   ";"11.471   ";"11.546   ";"11.648   ";"11.728   ";"DA2.4                  ";" 298";"   0"
"963 ";"Wolf 1373                          ";PM*;20 57 25.3558444454 +22 21 45.811342625;"14.748   ";"13.626   ";"12.013   ";"10.955   ";"9.695    ";"M3V                    ";"  65";"   0"
"964 ";"2MASS J15031961+2525196            ";BD*;15 03 19.6109033841 +25 25 19.795679019;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"T5.5                   ";"  58";"   0"
"965 ";"LP 331-57                          ";SB*;"17 03 52.8407741 +32 11 45.805482      ";"     ~   ";"12.88    ";"11.887   ";"11.473   ";"     ~   ";"M2.4V                  ";"  34";"   0"
"966 ";"* w Her                            ";RG*;17 20 39.5674498400 +32 28 03.877958860;"6.08     ";"6.01     ";"5.39     ";"4.89     ";"4.56     ";"G0V                    ";" 434";"   0"
"967 ";"LSR J1835+3259                     ";PM*;18 35 37.8801226673 +32 59 53.316099140;"     ~   ";"20.0     ";"     ~   ";"17.1     ";"     ~   ";"M8.5V                  ";" 113";"   0"
"968 ";"HD 176051A                         ";PM*;18 57 01.6366461792 +32 54 04.748586012;"     ~   ";"5.83     ";"5.277    ";"     ~   ";"     ~   ";"F9V                    ";"  25";"   0"
"969 ";"HD 176051B                         ";PM*;18 57 01.5359159149 +32 54 05.017085565;"     ~   ";"8.894    ";"7.84     ";"     ~   ";"     ~   ";"K1V                    ";"  14";"   0"
"970 ";"G 207-16                           ";"** ";"19 07 42.98736 +32 32 41.7012          ";"     ~   ";"12.97    ";"11.26    ";"10.1     ";"8.65     ";"M3V                    ";"  71";"   0"
"971 ";"G 207-19                           ";PM*;19 08 29.9254015849 +32 16 51.612413545;"     ~   ";"13.46    ";"     ~   ";"11.371   ";"     ~   ";"M3V                    ";"  49";"   0"
"972 ";"LSPM J1524+2925                    ";LM*;15 24 24.7592952355 +29 25 31.544540909;"     ~   ";"20.4     ";"     ~   ";"16.6     ";"     ~   ";"M7.5V                  ";"  16";"   0"
"973 ";"LP 276-22                          ";PM*;16 46 31.5281086884 +34 34 55.180806260;"     ~   ";"17.7     ";"     ~   ";"15.5     ";"     ~   ";"M6.0V                  ";"  22";"   0"
"974 ";"HD 151288                          ";PM*;16 45 06.3505410601 +33 30 33.213816014;"     ~   ";"9.48     ";"8.11     ";"8.388    ";"     ~   ";"K7.5Ve                 ";" 175";"   0"
"975 ";"G 125-30                           ";PM*;19 45 49.7482668027 +32 23 13.662353205;"     ~   ";"12.24    ";"10.858   ";"10.341   ";"8.76     ";"M1.5Ve                 ";"  41";"   1"
"976 ";"HD 331161B                         ";PM*;19 46 24.2210910818 +32 00 57.782835021;"     ~   ";"12.03    ";"11.03    ";"     ~   ";"     ~   ";"M2.5V                  ";"  42";"   0"
"977 ";"LSR J2000+3057                     ";PM*;20 00 05.6985707006 +30 57 32.098844360;"     ~   ";"18.6     ";"15.60    ";"15.2     ";"     ~   ";"M6Ve                   ";"  15";"   0"
"978 ";"Wolf 654                           ";PM*;17 11 34.7478643872 +38 26 33.915333120;"     ~   ";"     ~   ";"     ~   ";"11.255   ";"     ~   ";"M4V                    ";"  65";"   0"
"979 ";"LP 278-42                          ";PM*;17 51 35.5556768993 +37 49 35.277947548;"     ~   ";"17.2     ";"     ~   ";"15.1     ";"     ~   ";"M5V                    ";"  15";"   0"
"980 ";"HD 166620                          ";PM*;18 09 37.4162111401 +38 27 27.998016381;"7.86     ";"7.27     ";"6.40     ";"5.63     ";"5.14     ";"K2V                    ";" 403";"   0"
"981 ";"G 182-36                           ";PM*;18 02 46.2636314722 +37 31 02.972193703;"     ~   ";"16.68    ";"     ~   ";"13.9     ";"     ~   ";"dM5.0                  ";"  46";"   0"
"982 ";"G 204-58                           ";PM*;18 18 04.2267833420 +38 46 32.606023031;"     ~   ";"13.44    ";"11.86    ";"10.1     ";"     ~   ";"M3V                    ";"  55";"   0"
"983 ";"G 204-57                           ";PM*;18 18 03.4000497988 +38 46 34.261401109;"     ~   ";"15.29    ";"13.52    ";"13.8     ";"     ~   ";"M4V                    ";"  38";"   0"
"984 ";"G 125-15                           ";SB*;19 31 12.5536905936 +36 07 29.860275000;"     ~   ";"15.61    ";"14.12    ";"12.60    ";"11.02    ";"M4.5V                  ";"  34";"   0"
"985 ";"G 125-34                           ";PM*;19 48 40.8106352616 +35 55 17.243080896;"     ~   ";"14.1     ";"     ~   ";"12.620   ";"     ~   ";"M3.5Ve                 ";"  22";"   0"
"986 ";"G 180-11                           ";"** ";"15 55 31.744608 +35 12 03.18600        ";"     ~   ";"15.41    ";"     ~   ";"13.464   ";"     ~   ";"M4V                    ";"  62";"   0"
"987 ";"G 181-39                           ";PM*;17 19 52.7123256416 +41 42 49.699619416;"     ~   ";"11.423   ";"     ~   ";"10.4     ";"     ~   ";"M2V                    ";"  86";"   0"
"988 ";"G 205-28                           ";PM*;18 31 58.3750741522 +40 41 11.010512456;"     ~   ";"12.85    ";"12.046   ";"11.562   ";"     ~   ";"M3.5Ve                 ";"  47";"   0"
"989 ";"LP 229-17                          ";LM*;18 34 36.6521805504 +40 07 26.384102544;"     ~   ";"     ~   ";"     ~   ";"11.104   ";"     ~   ";"M4V                    ";"  63";"   0"
"990 ";"LP 229-30                          ";CV*;18 43 22.1259892136 +40 40 21.343851516;"     ~   ";"19.2     ";"     ~   ";"16.6     ";"     ~   ";"M7.5Ve                 ";"  60";"   0"
"991 ";"G 205-35                           ";Er*;18 41 37.3988827602 +39 42 12.149156231;"     ~   ";"14.7     ";"     ~   ";"13.237   ";"     ~   ";"M4                     ";"  29";"   0"
"992 ";"EGGR 375                           ";WD*;19 18 58.6307251776 +38 43 21.479206332;"     ~   ";"15.02    ";"     ~   ";"14.1     ";"     ~   ";"DC7                    ";"  66";"   1"
"993 ";"RX J1935.4+3746                    ";PM*;19 35 29.2027933512 +37 46 08.137429896;"     ~   ";"     ~   ";"     ~   ";"11.160   ";"     ~   ";"M3.0V                  ";"  24";"   0"
"994 ";"HD 144579B                         ";PM*;16 04 50.8583758515 +39 09 35.918993740;"     ~   ";"15.92    ";"     ~   ";"13.924   ";"     ~   ";"M4.0V                  ";"  42";"   0"
"995 ";"HD 144579                          ";PM*;16 04 56.7936202756 +39 09 23.434584550;"7.60     ";"7.40     ";"6.67     ";"6.04     ";"5.63     ";"G8V                    ";" 262";"   0"
"996 ";"G 180-60                           ";Er*;16 31 18.7890584283 +40 51 51.705530284;"     ~   ";"16.5     ";"     ~   ";"14.550   ";"     ~   ";"M6V                    ";"  54";"   0"
"997 ";"BD+43 2796                         ";PM*;17 43 55.9629842863 +43 22 43.000025414;"     ~   ";"12.10    ";"10.49    ";"10.07    ";"     ~   ";"M2V                    ";" 118";"   0"
"998 ";"1RXS J185504.7+425952              ";Er*;18 55 04.5190402176 +42 59 50.801562204;"     ~   ";"15.897   ";"14.348   ";"13.967   ";"     ~   ";"M4.0V                  ";"  22";"   0"
"999 ";"HD 74576                           ";PM*;08 43 18.0303716918 -38 52 56.570847350;"     ~   ";"7.49     ";"6.56     ";"     ~   ";"     ~   ";"K3V                    ";" 135";"   0"
1000;"CD-44 3045                         ";"** ";"06 57 46.60263 -44 17 28.3117          ";"13.694   ";"12.537   ";"10.846   ";"9.717    ";"8.316    ";"M3.5V                  ";"  68";"   0"
1001;"CD-44 3045B                        ";PM*;06 57 46.5000206599 -44 17 27.937980562;"     ~   ";"13.81    ";"11.29    ";"     ~   ";"     ~   ";"M3                     ";"  15";"   0"
1002;"HD 33793                           ";PM*;05 11 40.5898395497 -45 01 06.361734876;"11.624   ";"10.433   ";"8.853    ";"7.9      ";"6.899    ";"M1VIp                  ";" 307";"   0"
1003;"CD-38 1058                         ";PM*;03 12 29.7724024553 -38 05 20.175956459;"     ~   ";"13.02    ";"11.51    ";"11.045   ";"9.36     ";"M3                     ";"  33";"   0"
1004;"SSSPM J0306-3648                   ";PM*;03 06 11.5989084374 -36 47 52.853856754;"     ~   ";"20.6     ";"19.2     ";"     ~   ";"     ~   ";"M8.7V                  ";"  22";"   0"
1005;"HD 57095                           ";"** ";"07 17 29.56192 -46 58 45.2751          ";"8.362    ";"7.646    ";"6.669    ";"     ~   ";"     ~   ";"K1V+K4V                ";"  75";"   0"
1006;"L 372-58                           ";PM*;03 35 59.6991613260 -44 30 45.730830569;"16.22    ";"14.98    ";"13.07    ";"11.45    ";"9.47     ";"M5.5V                  ";"  94";"   0"
1007;"LP 994-33                          ";PM*;03 02 06.3563634902 -39 50 51.910303199;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"~                      ";"  12";"   0"
1008;"L 387-102                          ";"** ";08 27 11.8331742160 -44 59 21.124684133;"     ~   ";"13.9     ";"11.85    ";"     ~   ";"     ~   ";"M3                     ";"  23";"   0"
1009;"* e Eri                            ";PM*;03 19 55.6509122226 -43 04 11.215188426;"5.20     ";"4.98     ";"4.27     ";"3.65     ";"3.25     ";"G6V                    ";" 414";"   1"
1010;"CD-55 1514                         ";PM*;06 39 37.6431373546 -55 36 34.835227009;"12.486   ";"11.269   ";"9.880    ";"9.750    ";"7.927    ";"M0Vk:                  ";"  32";"   0"
1011;"HD 27274                           ";PM*;04 15 56.9015416381 -53 18 35.306710266;"9.843    ";"8.759    ";"7.634    ";"6.967    ";"6.412    ";"K4.5Vk:                ";"  79";"   0"
1012;"HD 22496                           ";PM*;03 35 00.9398725057 -48 25 08.908514140;"     ~   ";"9.89     ";"8.57     ";"     ~   ";"     ~   ";"K5/M0V                 ";"  83";"   0"
1013;"LEHPM 3396                         ";LM*;03 34 12.2184742177 -49 53 32.027995648;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"M9                     ";"  25";"   0"
1014;"LP 993-116                         ";"** ";"02 45 14.3221 -43 44 10.076            ";"     ~   ";"14.34    ";"12.65    ";"12.42    ";"     ~   ";"M5                     ";"  30";"   0"
1015;"LP 993-115                         ";PM*;02 45 10.7254912443 -43 44 32.035786637;"     ~   ";"13.95    ";"12.34    ";"12.135   ";"     ~   ";"M4                     ";"  23";"   0"
1016;"CD-40 5404                         ";"** ";09 39 46.3687964591 -41 04 03.204421513;"13.395   ";"12.215   ";"10.694   ";"9.617    ";"8.231    ";"M3V                    ";" 103";"   0"
1017;"CD-56 1032B                        ";Er*;04 53 30.5454046296 -55 51 31.664243916;"     ~   ";"13.66    ";"13.92    ";"11.77    ";"     ~   ";"M4Ve                   ";"  55";"   0"
1018;"CD-57 1079                         ";PM*;05 05 47.3720654976 -57 33 13.795316856;"11.559   ";"10.347   ";"8.932    ";"8.062    ";"7.255    ";"K7Vk                   ";"  40";"   0"
1019;"CD-56 1032                         ";"** ";"04 53 31.20841 -55 51 37.1171          ";"13.326   ";"12.316   ";"10.759   ";"9.626    ";"8.151    ";"M3Ve+M4Ve              ";"  22";"   0"
1020;"* zet Dor                          ";PM*;05 05 30.6556741368 -57 28 21.736898832;"     ~   ";"5.215    ";"4.708    ";"     ~   ";"     ~   ";"F9VFe-0.5              ";" 227";"   0"
1021;"L 229-91                           ";PM*;04 09 15.6683376139 -53 22 25.290024815;"14.397   ";"13.302   ";"11.811   ";"10.734   ";"9.32     ";"M3.5                   ";"  83";"   2"
1022;"L 230-188                          ";PM*;04 10 28.1233952253 -53 36 08.138553608;"     ~   ";"15.51    ";"13.58    ";"     ~   ";"     ~   ";"M4.5                   ";"  37";"   0"
1023;"L 228-92                           ";PM*;03 38 55.9143782760 -52 34 10.612271064;"     ~   ";"     ~   ";"14.429   ";"14.059   ";"     ~   ";"M4.5                   ";"  16";"   0"
1024;"DENIS J025503.3-470049             ";BD*;02 55 03.6927058871 -47 00 51.356903955;"     ~   ";"     ~   ";"22.921   ";"19.906   ";"17.454   ";"L9                     ";" 128";"   0"
1025;"V* CC Eri                          ";BY*;02 34 22.5661889568 -43 47 46.869120096;"11.305   ";"10.201   ";"8.865    ";"7.926    ";"6.992    ";"K7V                    ";" 258";"   0"
1026;"HD 85512                           ";PM*;09 51 07.0518026760 -43 30 10.023686079;"9.963    ";"8.83     ";"7.651    ";"6.934    ";"6.319    ";"K6Vk:                  ";" 172";"   1"
1027;"CD-45 5378                         ";PM*;09 44 29.8367689785 -45 46 35.427639685;"12.278   ";"11.372   ";"9.979    ";"9.019    ";"7.829    ";"M1.0                   ";"  77";"   0"
1028;"EUVE J0625-60.0                    ";PM*;06 25 56.0925347184 -60 03 27.042176160;"     ~   ";"13.87    ";"12.319   ";"11.99    ";"9.562    ";"M5Ve                   ";"  33";"   0"
1029;"HD 40307                           ";PM*;05 54 04.2405000288 -60 01 24.493007640;"8.814    ";"8.097    ";"7.147    ";"6.597    ";"6.119    ";"K2.5V                  ";" 223";"   1"
1030;"CD-45 5627                         ";Er*;09 58 34.3232475127 -46 25 30.406371794;"13.77    ";"12.8     ";"11.320   ";"10.133   ";"8.635    ";"M3Ve                   ";"  87";"   1"
1031;"2MASS J08471906-5717547            ";PM*;08 47 19.0471844928 -57 17 54.718587276;"     ~   ";"15.302   ";"13.697   ";"     ~   ";"     ~   ";"M4                     ";"   7";"   0"
1032;"L 186-67                           ";LM*;08 22 47.4121938277 -57 26 52.937315248;"     ~   ";"14.4     ";"     ~   ";"12.98    ";"10.28    ";"M4.5                   ";"  30";"   0"
1033;"SCR J0702-6102                     ";PM*;07 02 50.3315998868 -61 02 47.512117182;"     ~   ";"     ~   ";"16.610   ";"14.75    ";"12.48    ";"M6.5Ve                 ";"  14";"   0"
1034;"WT 178                             ";PM*;05 37 39.7699329102 -61 54 43.683385136;"     ~   ";"15.5     ";"14.919   ";"13.70    ";"     ~   ";"M4.5                   ";"  12";"   0"
1035;"2MASS J03480772-6022270            ";BD*;"03 48 07.72104 -60 22 27.0624          ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"T7                     ";"  26";"   0"
1036;"CD-53 570                          ";PM*;02 50 09.7346219705 -53 08 20.291014183;"13.442   ";"12.200   ";"10.689   ";"10.326   ";"8.547    ";"M1.5                   ";"  51";"   0"
1037;"UCAC4 216-002052                   ";LM*;02 13 30.2739596712 -46 54 50.354297028;"     ~   ";"15.290   ";"13.851   ";"13.469   ";"     ~   ";"M3.0Ve                 ";"  12";"   0"
1038;"SCR J0642-6707                     ";PM*;06 42 27.1487155581 -67 07 19.770119092;"     ~   ";"     ~   ";"16.01    ";"14.43    ";"12.42    ";"M5.0                   ";"   7";"   0"
1039;"V* AB Dor B                        ";"** ";05 28 44.4839440512 -65 26 46.035814884;"     ~   ";"     ~   ";"13.0     ";"     ~   ";"     ~   ";"M5+M5-6                ";"  88";"   0"
1040;"V* AB Dor                          ";TT*;05 28 44.8712165880 -65 26 55.199147208;"8.259    ";"7.856    ";"6.999    ";"6.496    ";"5.993    ";"K0V                    ";" 972";"   0"
1041;"L 225-57                           ";PM*;02 34 21.1900193188 -53 05 36.753213510;"     ~   ";"14.137   ";"12.565   ";"11.7     ";"     ~   ";"M4                     ";"  26";"   0"
1042;"HD 13445                           ";PM*;02 10 25.9181700303 -50 49 25.465181208;"     ~   ";"6.945    ";"6.117    ";"     ~   ";"     ~   ";"K1.5V                  ";" 429";"   1"
1043;"HD 13445B                          ";WD*;02 10 26.1144016939 -50 49 26.333501261;"     ~   ";"     ~   ";"     ~   ";"     ~   ";"     ~   ";"DQ6                    ";"  39";"   0"
1044;"L 294-112                          ";PM*;01 52 51.5854440281 -48 05 41.221362632;"     ~   ";"13.4     ";"     ~   ";"13.526   ";"     ~   ";"M4.5                   ";"  19";"   0"
1045;"L 320-124                          ";PM*;10 14 51.7786855411 -47 09 24.192778106;"     ~   ";"     ~   ";"     ~   ";"13.067   ";"     ~   ";"M4                     ";"  90";"   0"
1046;"HD 304636                          ";PM*;09 21 37.6015398425 -60 16 55.030018583;"12.145   ";"10.955   ";"9.465    ";"8.517    ";"7.511    ";"M0.0                   ";"  66";"   0"
1047;"LAWD 26                            ";WD*;07 53 08.1439021017 -67 47 31.382011435;"     ~   ";"14.75    ";"14.09    ";"     ~   ";"     ~   ";"DA9.0                  ";"  95";"   0"
1048;"* zet02 Ret                        ";"** ";03 18 12.8188824117 -62 30 22.904711032;"     ~   ";"5.814    ";"5.228    ";"     ~   ";"     ~   ";"G1V                    ";" 345";"   0"
1049;"* zet01 Ret                        ";PM*;03 17 46.1634549490 -62 34 31.152456644;"6.24     ";"6.18     ";"5.54     ";"5.00     ";"4.66     ";"G2.5VHdel1             ";" 283";"   0"
1050;"APMPM J0237-5928                   ";PM*;02 36 32.4593648986 -59 28 05.542806742;"     ~   ";"     ~   ";"     ~   ";"13.961   ";"     ~   ";"M4.5V                  ";"  22";"   0"
1051;"L 140-119                          ";PM*;09 16 25.9750233751 -62 04 15.847849700;"     ~   ";"13.8     ";"     ~   ";"12.250   ";"9.93     ";"M3.5                   ";"  20";"   1"
1052;"SCR J0821-6703                     ";WD*;08 21 26.7015854766 -67 03 20.024531545;"     ~   ";"     ~   ";"15.34    ";"14.82    ";"14.32    ";"DA10.0                 ";"  16";"   1"
1053;"L 98-59                            ";PM*;08 18 07.6214406393 -68 18 46.805365587;"     ~   ";"13.22    ";"11.685   ";"11.294   ";"     ~   ";"M3V                    ";"  47";"   0"
1054;"AL 442                             ";"** ";06 11 29.9663575314 -72 13 38.760064259;"     ~   ";"15.45    ";"13.91    ";"13.54    ";"     ~   ";"M4.5                   ";"  22";"   1"
1055;"WOH G 618                          ";PM*;05 53 26.4528858544 -71 33 49.789478137;"     ~   ";"     ~   ";"16.863   ";"15.03    ";"13.463   ";"M6.0                   ";"   8";"   0"
1056;"L 127-97                           ";PM*;02 52 22.1695874089 -63 40 47.319073594;"14.165   ";"12.967   ";"11.382   ";"10.318   ";"8.992    ";"M2.5                   ";"  58";"   0"
1057;"RX J0222.7-6022                    ";PM*;02 22 44.1541907952 -60 22 47.628540948;"     ~   ";"14.902   ";"13.365   ";"13.038   ";"     ~   ";"M3.5Ve                 ";"  31";"   0"
1058;"WT 84                              ";PM*;02 17 28.4375396664 -59 22 43.683634391;"     ~   ";"16.5     ";"15.674   ";"14.185   ";"12.246   ";"M5.5Ve                 ";"  10";"   0"
1059;"L 173-19                           ";PM*;02 00 38.2883003472 -55 58 04.624886856;"     ~   ";"13.467   ";"12.90    ";"     ~   ";"     ~   ";"~                      ";"   9";"   0"
1060;"L 140-289                          ";PM*;09 42 49.5996601736 -63 37 55.876933772;"15.94    ";"14.97    ";"13.30    ";"11.98    ";"10.28    ";"M4.5V                  ";"  16";"   0"
1061;"* alf Men                          ";PM*;06 10 14.4725823672 -74 45 10.958331816;"     ~   ";"5.798    ";"5.069    ";"     ~   ";"     ~   ";"G7V                    ";" 260";"   0"
1062;"L 32-9                             ";PM*;06 33 43.2774403031 -75 37 47.956289488;"     ~   ";"11.87    ";"10.484   ";"10.170   ";"     ~   ";"M2V                    ";"  45";"   0"
1063;"L 32-8                             ";PM*;06 33 46.7652016936 -75 37 29.903734451;"     ~   ";"12.88    ";"11.419   ";"11.106   ";"     ~   ";"M3V                    ";"  35";"   0"
1064;"CPD-69 177                         ";WD*;03 10 31.0195960176 -68 36 03.380768388;"10.757   ";"11.413   ";"11.394   ";"11.47    ";"11.558   ";"DA3.0                  ";" 249";"   0"
1065;"L 125-51                           ";PM*;02 11 18.0500672226 -63 13 40.928532891;"     ~   ";"13.5     ";"     ~   ";"11.848   ";"9.805    ";"M3                     ";"  31";"   0"
1066;"* p Eri B                          ";PM*;01 39 47.5647128524 -56 11 47.213189871;"     ~   ";"6.692    ";"5.797    ";"     ~   ";"     ~   ";"K2V                    ";" 119";"   0"
1067;"* p Eri A                          ";PM*;01 39 47.8126958280 -56 11 35.944312380;"     ~   ";"6.549    ";"5.685    ";"6.36     ";"     ~   ";"K2V                    ";" 142";"   0"
1068;"L 100-115                          ";PM*;09 42 46.3429551119 -68 53 06.008938214;"     ~   ";"14.51    ";"12.78    ";"11.35    ";"9.61     ";"M4.0V                  ";"  49";"   0"
1069;"L 34-26                            ";LM*;07 49 12.6783092712 -76 42 06.715308276;"     ~   ";"12.98    ";"11.276   ";"10.19    ";"8.746    ";"M3Ve                   ";"  30";"   0"
1070;"SCR J0630-7643                     ";"** ";"06 30 46.63080 -76 43 08.9724          ";"     ~   ";"16.59    ";"14.82    ";"14.35    ";"11.04    ";"M6Ve                   ";"  19";"   0"
1071;"L 89-27                            ";PM*;02 07 23.2520065543 -66 34 11.498198171;"     ~   ";"13.5     ";"11.55    ";"     ~   ";"     ~   ";"M2                     ";"  38";"   0"
1072;"L 143-23                           ";PM*;10 44 21.2329114167 -61 12 35.275360415;"     ~   ";"15.74    ";"13.920   ";"12.33    ";"10.31    ";"M5.5V                  ";"  56";"   0"
1073;"L 88-59                            ";WD*;01 43 00.9833777734 -67 18 30.353062494;"     ~   ";"14.33    ";"13.90    ";"13.52    ";"13.23    ";"DA8.1                  ";"  47";"   0"
1074;"CD-50 210                          ";PM*;00 49 01.7117242487 -50 08 41.709590613;"13.427   ";"12.192   ";"10.734   ";"9.804    ";"8.856    ";"M2V                    ";"  36";"   0"
1075;"HD 4391                            ";EB*;00 45 45.5929295136 -47 33 07.142647212;"     ~   ";"6.418    ";"5.794    ";"     ~   ";"     ~   ";"G3V                    ";" 106";"   0"
1076;"HD 304043                          ";PM*;11 16 00.2044524847 -57 32 51.575090628;"13.666   ";"12.848   ";"11.516   ";"10.497   ";"9.132    ";"M3.5                   ";"  58";"   0"
1077;"[K2001c] 27                        ";TT*;"10 14 08.07 -76 36 32.8                ";"     ~   ";"15.802   ";"14.186   ";"     ~   ";"     ~   ";"M4                     ";"  17";"   0"
1078;"L 35-12                            ";PM*;09 17 05.3238123228 -77 49 23.383480825;"     ~   ";"14.74    ";"13.10    ";"11.8     ";"10.1     ";"M4.5V                  ";"  45";"   0"
1079;"1RXS J081742.4-824331              ";PM*;08 17 39.4747620634 -82 43 30.089395758;"     ~   ";"13.34    ";"11.621   ";"     ~   ";"8.928    ";"M3.5                   ";"  27";"   0"
1080;"CD-68 47                           ";"** ";01 10 22.8808981176 -67 26 41.948658967;"12.515   ";"11.368   ";"9.824    ";"8.73     ";"7.353    ";"M2.5V                  ";"  82";"   0"
1081;"DENIS J004135.3-562112             ";LM*;00 41 35.3862348768 -56 21 12.872262132;"     ~   ";"     ~   ";"     ~   ";"17.97    ";"14.69    ";"M7.5e                  ";"  33";"   0"
1082;"L 291-115                          ";PM*;00 33 13.5085431329 -47 33 16.517449508;"     ~   ";"17.347   ";"15.763   ";"     ~   ";"     ~   ";"M5                     ";"  13";"   0"
1083;"CD-51 5974                         ";PM*;11 43 19.8200648771 -51 50 25.930594759;"     ~   ";"11.89    ";"10.360   ";"10.005   ";"     ~   ";"M1                     ";"  48";"   0"
1084;"HD 99279A                          ";PM*;11 24 40.3862287109 -61 38 51.311865498;"     ~   ";"8.769    ";"7.54     ";"7.62     ";"8.86     ";"K5-V                   ";"  74";"   0"
1085;"HD 99279B                          ";PM*;11 24 39.4685177009 -61 38 54.269881790;"     ~   ";"9.98     ";"8.60     ";"     ~   ";"8.98     ";"K7-V(k)                ";"  20";"   0"
1086;"L 37-56                            ";PM*;10 47 38.6857195428 -79 27 46.037064503;"     ~   ";"15.041   ";"13.45    ";"     ~   ";"     ~   ";"M3                     ";"  21";"   0"
1087;"1RXS J115928.5-524717              ";LM*;11 59 27.3612549098 -52 47 18.911319812;"     ~   ";"     ~   ";"     ~   ";"16.617   ";"14.49    ";"M9Ve                   ";"  25";"   0"
1088;"LAWD 37                            ";WD*;11 45 42.9169346379 -64 50 29.461957832;"11.08    ";"11.725   ";"11.513   ";"11.34    ";"11.163   ";"DQ                     ";" 245";"   0"
1089;"* 12 Mus                           ";RS*;"11 39 29.59368 -65 23 51.9586          ";"     ~   ";"5.863    ";"5.095    ";"6.31     ";"     ~   ";"G5/8IIIp+A0/1V         ";" 158";"   1"
1090;"SCR J1138-7721                     ";PM*;11 38 16.7745376897 -77 21 48.585902753;"     ~   ";"     ~   ";"14.780   ";"13.20    ";"11.25    ";"M5.0V                  ";"  14";"   0"
1091;"* bet Hyi                          ";PM*;"00 25 45.07036 -77 15 15.2860          ";"3.52     ";"3.41     ";"2.79     ";"2.28     ";"1.94     ";"G0V                    ";" 573";"   0"
1092;"* zet Tuc                          ";PM*;00 20 04.2586334956 -64 52 29.257190108;"4.82     ";"4.80     ";"4.23     ";"3.73     ";"3.40     ";"F9.5V                  ";" 360";"   0"
